>SAMEA6262319.contig00014 len=105750
>SAMN33819231.contig00041 len=32993
>SAMN33819231.contig00043 len=27612
>SAMN33819231.contig00044 len=26874
>SAMN33819231.contig00047 len=21842
>SAMN33819231.contig00051 len=5254
>SAMN33819232.contig00020 len=77033
>SAMN33819232.contig00029 len=65855
>SAMN33819232.contig00033 len=61286
>SAMN33819232.contig00036 len=59595
>SAMN33819232.contig00049 len=47422
>SAMN33819232.contig00054 len=45353
>SAMN33819232.contig00055 len=43816
>SAMN33819232.contig00059 len=40678
>SAMN33819232.contig00069 len=37561
>SAMN33819232.contig00072 len=36848
>SAMN33819232.contig00084 len=32392
>SAMN33819232.contig00093 len=28493
>SAMN33819232.contig00095 len=26837
>SAMN33819232.contig00097 len=26756
>SAMN33819232.contig00106 len=24580
>SAMN33819232.contig00108 len=23861
>SAMN33819232.contig00111 len=22819
>SAMN33819232.contig00112 len=21910
>SAMN33819232.contig00114 len=21098
>SAMN33819232.contig00115 len=20945
>SAMN33819232.contig00116 len=19963
>SAMN33819232.contig00120 len=18996
>SAMN33819232.contig00125 len=16926
>SAMN33819232.contig00131 len=14612
>SAMN33819232.contig00132 len=14580
>SAMN33819232.contig00133 len=14176
>SAMN33819232.contig00136 len=14035
>SAMN33819232.contig00145 len=12302
>SAMN33819232.contig00147 len=11189
>SAMN33819232.contig00148 len=11039
>SAMN33819232.contig00167 len=7354
>SAMN33819232.contig00177 len=5218
>SAMN33819232.contig00184 len=4131
>SAMN33819232.contig00186 len=4019
>SAMN33819234.contig00019 len=139703
>SAMN33819234.contig00022 len=125994
>SAMN33819234.contig00027 len=47869
>SAMN33819234.contig00033 len=32963
>SAMN33819234.contig00034 len=17707
>SAMN33819234.contig00035 len=17460
>SAMN33819234.contig00037 len=15193
>SAMN33819234.contig00038 len=14735
>SAMN33819236.contig00017 len=138527
>SAMN33819236.contig00019 len=133316
>SAMN33819236.contig00031 len=32968
>SAMN33819236.contig00032 len=28105
>SAMN33819237.contig00002 len=40531
>SAMN33819237.contig00016 len=25201
>SAMN33819237.contig00025 len=22727
>SAMN33819237.contig00033 len=20826
>SAMN33819237.contig00034 len=20798
>SAMN33819237.contig00039 len=20080
>SAMN33819237.contig00041 len=19701
>SAMN33819237.contig00047 len=18660
>SAMN33819237.contig00066 len=16156
>SAMN33819237.contig00074 len=15448
>SAMN33819237.contig00077 len=15013
>SAMN33819237.contig00078 len=14914
>SAMN33819237.contig00079 len=14881
>SAMN33819237.contig00088 len=14094
>SAMN33819237.contig00136 len=11823
>SAMN33819237.contig00156 len=10793
>SAMN33819237.contig00158 len=10754
>SAMN33819237.contig00160 len=10668
>SAMN33819237.contig00171 len=10187
>SAMN33819237.contig00176 len=9912
>SAMN33819237.contig00181 len=9804
>SAMN33819237.contig00192 len=9444
>SAMN33819237.contig00197 len=9306
>SAMN33819237.contig00219 len=8664
>SAMN33819237.contig00221 len=8644
>SAMN33819237.contig00239 len=7952
>SAMN33819237.contig00244 len=7832
>SAMN33819237.contig00245 len=7826
>SAMN33819237.contig00252 len=7716
>SAMN33819237.contig00257 len=7634
>SAMN33819237.contig00287 len=7229
>SAMN33819237.contig00289 len=7198
>SAMN33819237.contig00290 len=7191
>SAMN33819237.contig00306 len=6895
>SAMN33819237.contig00307 len=6894
>SAMN33819237.contig00310 len=6874
>SAMN33819237.contig00322 len=6740
>SAMN33819237.contig00339 len=6414
>SAMN33819237.contig00362 len=6158
>SAMN33819237.contig00384 len=5796
>SAMN33819237.contig00389 len=5731
>SAMN33819237.contig00399 len=5650
>SAMN33819237.contig00402 len=5600
>SAMN33819237.contig00413 len=5462
>SAMN33819237.contig00433 len=5292
>SAMN33819237.contig00434 len=5291
>SAMN33819237.contig00435 len=5271
>SAMN33819237.contig00442 len=5167
>SAMN33819237.contig00450 len=5084
>SAMN33819237.contig00458 len=5018
>SAMN33819237.contig00460 len=4948
>SAMN33819237.contig00482 len=4734
>SAMN33819237.contig00485 len=4730
>SAMN33819237.contig00505 len=4556
>SAMN33819237.contig00506 len=4543
>SAMN33819237.contig00533 len=4186
>SAMN33819237.contig00554 len=4020
>SAMN33819237.contig00585 len=3748
>SAMN33819237.contig00588 len=3731
>SAMN33819237.contig00589 len=3731
>SAMN33819237.contig00594 len=3656
>SAMN33819237.contig00597 len=3634
>SAMN33819237.contig00601 len=3608
>SAMN33819237.contig00608 len=3580
>SAMN33819237.contig00611 len=3548
>SAMN33819237.contig00618 len=3497
>SAMN33819237.contig00627 len=3415
>SAMN33819237.contig00645 len=3270
>SAMN33819237.contig00658 len=3221
>SAMN33819237.contig00664 len=3188
>SAMN33819237.contig00666 len=3177
>SAMN33819237.contig00673 len=3140
>SAMN33819237.contig00700 len=2994
>SAMN33819237.contig00792 len=2412
>SAMN33819238.contig00009 len=108416
>SAMN33819238.contig00037 len=52273
>SAMN33819238.contig00059 len=36850
>SAMN33819238.contig00064 len=35044
>SAMN33819238.contig00091 len=23449
>SAMN33819238.contig00092 len=23441
>SAMN33819238.contig00093 len=23233
>SAMN33819238.contig00095 len=21380
>SAMN33819238.contig00109 len=18063
>SAMN33819238.contig00115 len=16757
>SAMN33819238.contig00130 len=12304
>SAMN33819238.contig00150 len=7903
>SAMN33819238.contig00151 len=7868
>SAMN33819238.contig00153 len=7697
>SAMN33819238.contig00155 len=7253
>SAMN33819238.contig00176 len=3970
>SAMN33819238.contig00182 len=3735
>SAMN33819238.contig00191 len=3098
>SAMN33819239.contig00002 len=443489
>SAMN33819239.contig00007 len=248259
>SAMN33819239.contig00018 len=115027
>SAMN33819239.contig00025 len=93296
>SAMN33819239.contig00030 len=72474
>SAMN33819239.contig00038 len=54937
>SAMN33819239.contig00041 len=48498
>SAMN33819239.contig00042 len=46024
>SAMN33819239.contig00051 len=28782
>SAMN33819239.contig00053 len=21597
>SAMN33819239.contig00054 len=20428
>SAMN33819239.contig00056 len=18672
>SAMN33819239.contig00058 len=17659
>SAMN33819239.contig00059 len=17584
>SAMN33819239.contig00060 len=17447
>SAMN33819239.contig00066 len=8280
>SAMN33819239.contig00067 len=7899
>SAMN33819239.contig00068 len=7613
>SAMN33819239.contig00069 len=7347
>SAMN33819239.contig00071 len=5448
>SAMN33819239.contig00072 len=5131
>SAMN33819239.contig00074 len=4985
>SAMN33819241.contig00022 len=79774
>SAMN33819241.contig00027 len=72783
>SAMN33819241.contig00044 len=53811
>SAMN33819241.contig00045 len=52862
>SAMN33819241.contig00046 len=52415
>SAMN33819241.contig00060 len=37942
>SAMN33819241.contig00066 len=35000
>SAMN33819241.contig00081 len=21384
>SAMN33819241.contig00090 len=18114
>SAMN33819241.contig00100 len=14519
>SAMN33819241.contig00115 len=9285
>SAMN33819241.contig00119 len=7863
>SAMN33819241.contig00120 len=7660
>SAMN33819241.contig00122 len=7353
>SAMN33819241.contig00132 len=4919
>SAMN33819241.contig00137 len=4003
>SAMN33819242.contig00010 len=185335
>SAMN33819242.contig00012 len=167951
>SAMN33819242.contig00020 len=91175
>SAMN33819242.contig00032 len=66180
>SAMN33819242.contig00033 len=65473
>SAMN33819242.contig00036 len=54792
>SAMN33819242.contig00040 len=47751
>SAMN33819242.contig00052 len=25832
>SAMN33819242.contig00053 len=22631
>SAMN33819242.contig00060 len=13256
>SAMN33819242.contig00067 len=8032
>SAMN33819243.contig00066 len=27732
>SAMN33819243.contig00082 len=22107
>SAMN33819243.contig00111 len=17293
>SAMN33819243.contig00120 len=16399
>SAMN33819243.contig00131 len=15113
>SAMN33819243.contig00141 len=14248
>SAMN33819243.contig00153 len=12634
>SAMN33819243.contig00165 len=11681
>SAMN33819243.contig00199 len=9198
>SAMN33819243.contig00210 len=8652
>SAMN33819243.contig00220 len=7799
>SAMN33819243.contig00223 len=7686
>SAMN33819243.contig00224 len=7662
>SAMN33819243.contig00233 len=7395
>SAMN33819243.contig00264 len=5957
>SAMN33819243.contig00295 len=4804
>SAMN33819243.contig00317 len=4116
>SAMN33819243.contig00325 len=3944
>SAMN33819243.contig00326 len=3872
>SAMN33819243.contig00328 len=3866
>SAMN33819243.contig00359 len=2889
>SAMN33819245.contig00035 len=34942
>SAMN33819245.contig00039 len=33338
>SAMN33819245.contig00044 len=32670
>SAMN33819245.contig00053 len=30311
>SAMN33819245.contig00057 len=29416
>SAMN33819245.contig00068 len=27068
>SAMN33819245.contig00091 len=21920
>SAMN33819245.contig00094 len=21307
>SAMN33819245.contig00103 len=19708
>SAMN33819245.contig00127 len=17359
>SAMN33819245.contig00130 len=17031
>SAMN33819245.contig00140 len=16098
>SAMN33819245.contig00180 len=11874
>SAMN33819245.contig00185 len=11470
>SAMN33819245.contig00199 len=10344
>SAMN33819245.contig00231 len=8425
>SAMN33819245.contig00245 len=7649
>SAMN33819245.contig00263 len=6943
>SAMN33819245.contig00267 len=6780
>SAMN33819245.contig00272 len=6551
>SAMN33819245.contig00278 len=6205
>SAMN33819245.contig00315 len=4609
>SAMN33819245.contig00323 len=4372
>SAMN33819245.contig00335 len=4093
>SAMN33819245.contig00337 len=4047
>SAMN33819245.contig00360 len=3262
>SAMN33819245.contig00364 len=3203
>SAMN33819246.contig00015 len=176254
>SAMN33819246.contig00021 len=130466
>SAMN33819246.contig00025 len=116070
>SAMN33819246.contig00026 len=114102
>SAMN33819246.contig00028 len=107825
>SAMN33819246.contig00032 len=98044
>SAMN33819246.contig00036 len=87791
>SAMN33819246.contig00058 len=10256
>SAMN33819246.contig00061 len=9264
>SAMN33819246.contig00067 len=5218
>SAMN33819246.contig00118 len=418
>SAMN33819247.contig00008 len=119235
>SAMN33819247.contig00013 len=83919
>SAMN33819247.contig00044 len=46211
>SAMN33819247.contig00047 len=41519
>SAMN33819247.contig00065 len=34055
>SAMN33819247.contig00068 len=32752
>SAMN33819247.contig00075 len=30357
>SAMN33819247.contig00078 len=28744
>SAMN33819247.contig00081 len=27847
>SAMN33819247.contig00082 len=27651
>SAMN33819247.contig00097 len=23391
>SAMN33819247.contig00102 len=20404
>SAMN33819247.contig00113 len=15713
>SAMN33819247.contig00124 len=13849
>SAMN33819247.contig00133 len=12468
>SAMN33819247.contig00135 len=12222
>SAMN33819247.contig00147 len=8336
>SAMN33819247.contig00149 len=7668
>SAMN33819247.contig00151 len=7510
>SAMN33819247.contig00152 len=7290
>SAMN33819247.contig00161 len=6290
>SAMN33819247.contig00165 len=5551
>SAMN33819247.contig00176 len=4420
>SAMN33819247.contig00180 len=4024
>SAMN33819247.contig00183 len=3555
>SAMN33819248.contig00018 len=112299
>SAMN33819248.contig00020 len=109924
>SAMN33819248.contig00035 len=71068
>SAMN33819248.contig00040 len=54874
>SAMN33819248.contig00045 len=48003
>SAMN33819248.contig00048 len=46855
>SAMN33819248.contig00050 len=46297
>SAMN33819248.contig00056 len=40149
>SAMN33819248.contig00058 len=39938
>SAMN33819248.contig00064 len=32619
>SAMN33819248.contig00065 len=32510
>SAMN33819248.contig00070 len=27624
>SAMN33819248.contig00085 len=12014
>SAMN33819248.contig00086 len=10255
>SAMN33819248.contig00087 len=9394
>SAMN33819249.contig00034 len=54003
>SAMN33819249.contig00042 len=47042
>SAMN33819249.contig00050 len=42164
>SAMN33819249.contig00062 len=37431
>SAMN33819249.contig00067 len=35677
>SAMN33819249.contig00082 len=29127
>SAMN33819249.contig00084 len=28820
>SAMN33819249.contig00087 len=28265
>SAMN33819249.contig00093 len=24627
>SAMN33819249.contig00098 len=23079
>SAMN33819249.contig00100 len=21445
>SAMN33819249.contig00101 len=21115
>SAMN33819249.contig00106 len=19360
>SAMN33819249.contig00111 len=17989
>SAMN33819249.contig00113 len=17701
>SAMN33819249.contig00121 len=16335
>SAMN33819249.contig00129 len=15272
>SAMN33819249.contig00138 len=13815
>SAMN33819249.contig00152 len=10318
>SAMN33819249.contig00153 len=10163
>SAMN33819249.contig00158 len=9035
>SAMN33819249.contig00165 len=7560
>SAMN33819249.contig00173 len=6449
>SAMN33819249.contig00184 len=5318
>SAMN33819249.contig00187 len=4922
>SAMN33819249.contig00189 len=4851
>SAMN33819249.contig00194 len=4338
>SAMN33819249.contig00204 len=3605
>SAMN33819249.contig00208 len=3365
>SAMN33819249.contig00216 len=2963
>SAMN33819249.contig00221 len=2697
>SAMN33819250.contig00012 len=174062
>SAMN33819250.contig00013 len=141508
>SAMN33819250.contig00018 len=116317
>SAMN33819250.contig00021 len=105101
>SAMN33819250.contig00038 len=45416
>SAMN33819250.contig00046 len=34457
>SAMN33819250.contig00048 len=29757
>SAMN33819250.contig00050 len=27846
>SAMN33819250.contig00051 len=25291
>SAMN33819250.contig00058 len=12188
>SAMN33819251.contig00032 len=59257
>SAMN33819251.contig00050 len=35779
>SAMN33819251.contig00057 len=30045
>SAMN33819251.contig00060 len=29046
>SAMN33819251.contig00070 len=21042
>SAMN33819251.contig00075 len=18208
>SAMN33819251.contig00105 len=7830
>SAMN33819251.contig00107 len=7526
>SAMN33819251.contig00117 len=4912
>SAMN33819252.contig00006 len=170105
>SAMN33819252.contig00007 len=154562
>SAMN33819252.contig00028 len=73988
>SAMN33819252.contig00031 len=70474
>SAMN33819252.contig00038 len=58221
>SAMN33819252.contig00040 len=57467
>SAMN33819252.contig00052 len=48844
>SAMN33819252.contig00058 len=46219
>SAMN33819252.contig00062 len=38772
>SAMN33819252.contig00065 len=38139
>SAMN33819252.contig00078 len=29352
>SAMN33819252.contig00082 len=27108
>SAMN33819252.contig00089 len=22873
>SAMN33819252.contig00098 len=18292
>SAMN33819252.contig00099 len=17427
>SAMN33819252.contig00104 len=14667
>SAMN33819252.contig00105 len=14647
>SAMN33819252.contig00110 len=13220
>SAMN33819252.contig00112 len=12882
>SAMN33819252.contig00115 len=11267
>SAMN33819252.contig00116 len=11134
>SAMN33819252.contig00119 len=10231
>SAMN33819252.contig00128 len=7795
>SAMN33819252.contig00130 len=7316
>SAMN33819252.contig00153 len=4264
>SAMN33819252.contig00157 len=3831
>SAMN33819252.contig00171 len=2608
>SAMN33819253.contig00008 len=66608
>SAMN33819253.contig00035 len=33853
>SAMN33819253.contig00042 len=31813
>SAMN33819253.contig00053 len=29212
>SAMN33819253.contig00066 len=26857
>SAMN33819253.contig00067 len=26115
>SAMN33819253.contig00071 len=24368
>SAMN33819253.contig00073 len=24008
>SAMN33819253.contig00078 len=23095
>SAMN33819253.contig00156 len=14113
>SAMN33819253.contig00174 len=12648
>SAMN33819253.contig00232 len=8693
>SAMN33819253.contig00246 len=7613
>SAMN33819253.contig00247 len=7560
>SAMN33819253.contig00270 len=6335
>SAMN33819253.contig00275 len=6125
>SAMN33819253.contig00304 len=5134
>SAMN33819253.contig00307 len=5062
>SAMN33819253.contig00312 len=4702
>SAMN33819253.contig00334 len=4019
>SAMN33819253.contig00336 len=3997
>SAMN33819253.contig00338 len=3982
>SAMN33819253.contig00343 len=3943
>SAMN33819253.contig00367 len=3191
>SAMN33819253.contig00378 len=2904
>SAMN33819254.contig00007 len=102330
>SAMN33819254.contig00019 len=64074
>SAMN33819254.contig00027 len=56295
>SAMN33819254.contig00043 len=44352
>SAMN33819254.contig00045 len=43640
>SAMN33819254.contig00067 len=37222
>SAMN33819254.contig00071 len=36312
>SAMN33819254.contig00089 len=30412
>SAMN33819254.contig00092 len=29484
>SAMN33819254.contig00093 len=29350
>SAMN33819254.contig00105 len=23857
>SAMN33819254.contig00107 len=23546
>SAMN33819254.contig00118 len=21079
>SAMN33819254.contig00134 len=16090
>SAMN33819254.contig00148 len=13309
>SAMN33819254.contig00152 len=12928
>SAMN33819254.contig00175 len=8053
>SAMN33819254.contig00176 len=7889
>SAMN33819254.contig00181 len=7501
>SAMN33819254.contig00184 len=7141
>SAMN33819254.contig00191 len=6322
>SAMN33819254.contig00197 len=6096
>SAMN33819254.contig00205 len=4792
>SAMN33819254.contig00212 len=4304
>SAMN33819254.contig00215 len=3931
>SAMN33819254.contig00229 len=3085
>SAMN33819254.contig00233 len=2859
>SAMN33819255.contig00006 len=11432
>SAMN33819255.contig00008 len=8440
>SAMN33819255.contig00030 len=4357
>SAMN33819255.contig00055 len=2809
>SAMN33819256.contig00045 len=38685
>SAMN33819256.contig00054 len=34969
>SAMN33819256.contig00055 len=33686
>SAMN33819256.contig00058 len=33297
>SAMN33819256.contig00062 len=30678
>SAMN33819256.contig00086 len=25158
>SAMN33819256.contig00087 len=25014
>SAMN33819256.contig00100 len=22756
>SAMN33819256.contig00107 len=21581
>SAMN33819256.contig00110 len=20391
>SAMN33819256.contig00126 len=18281
>SAMN33819256.contig00127 len=18280
>SAMN33819256.contig00128 len=18063
>SAMN33819256.contig00130 len=17832
>SAMN33819256.contig00133 len=16903
>SAMN33819256.contig00152 len=15215
>SAMN33819256.contig00180 len=12247
>SAMN33819256.contig00188 len=11340
>SAMN33819256.contig00219 len=8822
>SAMN33819256.contig00228 len=7797
>SAMN33819256.contig00234 len=7144
>SAMN33819256.contig00238 len=6376
>SAMN33819256.contig00248 len=5529
>SAMN33819256.contig00261 len=4661
>SAMN33819256.contig00263 len=4396
>SAMN33819256.contig00264 len=4244
>SAMN33819256.contig00269 len=4004
>SAMN33819256.contig00273 len=3796
>SAMN33819257.contig00006 len=75551
>SAMN33819257.contig00011 len=64879
>SAMN33819257.contig00021 len=52762
>SAMN33819257.contig00024 len=51029
>SAMN33819257.contig00031 len=43556
>SAMN33819257.contig00048 len=35946
>SAMN33819257.contig00050 len=35190
>SAMN33819257.contig00089 len=25073
>SAMN33819257.contig00090 len=24904
>SAMN33819257.contig00092 len=24444
>SAMN33819257.contig00100 len=23702
>SAMN33819257.contig00110 len=22529
>SAMN33819257.contig00111 len=22332
>SAMN33819257.contig00116 len=21346
>SAMN33819257.contig00135 len=17367
>SAMN33819257.contig00138 len=16988
>SAMN33819257.contig00146 len=16138
>SAMN33819257.contig00159 len=14904
>SAMN33819257.contig00161 len=14745
>SAMN33819257.contig00163 len=14482
>SAMN33819257.contig00182 len=12654
>SAMN33819257.contig00192 len=11431
>SAMN33819257.contig00205 len=10167
>SAMN33819257.contig00210 len=9817
>SAMN33819257.contig00242 len=7214
>SAMN33819257.contig00257 len=6618
>SAMN33819257.contig00268 len=6049
>SAMN33819257.contig00292 len=4927
>SAMN33819257.contig00303 len=4110
>SAMN33819257.contig00337 len=2757
>SAMN33819258.contig00011 len=197445
>SAMN33819258.contig00021 len=91263
>SAMN33819258.contig00026 len=80811
>SAMN33819258.contig00032 len=61758
>SAMN33819258.contig00035 len=51859
>SAMN33819258.contig00038 len=48716
>SAMN33819258.contig00039 len=47116
>SAMN33819258.contig00040 len=46995
>SAMN33819258.contig00047 len=32704
>SAMN33819258.contig00053 len=18025
>SAMN33819258.contig00056 len=14942
>SAMN33819258.contig00057 len=9265
>SAMN33819258.contig00061 len=5032
>SAMN33819258.contig00063 len=4860
>SAMN33819259.contig00027 len=58442
>SAMN33819259.contig00029 len=56741
>SAMN33819259.contig00037 len=51170
>SAMN33819259.contig00045 len=42438
>SAMN33819259.contig00048 len=40494
>SAMN33819259.contig00049 len=39851
>SAMN33819259.contig00052 len=38615
>SAMN33819259.contig00058 len=36282
>SAMN33819259.contig00066 len=34496
>SAMN33819259.contig00069 len=33345
>SAMN33819259.contig00086 len=28430
>SAMN33819259.contig00089 len=26980
>SAMN33819259.contig00090 len=26751
>SAMN33819259.contig00104 len=22676
>SAMN33819259.contig00107 len=22392
>SAMN33819259.contig00110 len=21199
>SAMN33819259.contig00114 len=20422
>SAMN33819259.contig00117 len=19873
>SAMN33819259.contig00118 len=19830
>SAMN33819259.contig00124 len=18629
>SAMN33819259.contig00130 len=16755
>SAMN33819259.contig00150 len=13387
>SAMN33819259.contig00159 len=12147
>SAMN33819259.contig00176 len=10032
>SAMN33819259.contig00179 len=9798
>SAMN33819259.contig00184 len=8674
>SAMN33819259.contig00189 len=8031
>SAMN33819259.contig00209 len=5269
>SAMN33819259.contig00211 len=5062
>SAMN33819259.contig00215 len=4870
>SAMN33819259.contig00223 len=4166
>SAMN33819259.contig00226 len=3942
>SAMN33819259.contig00234 len=2802
>SAMN33819260.contig00042 len=59129
>SAMN33819260.contig00043 len=59090
>SAMN33819260.contig00046 len=53549
>SAMN33819260.contig00048 len=52171
>SAMN33819260.contig00051 len=39873
>SAMN33819260.contig00056 len=34449
>SAMN33819260.contig00061 len=29150
>SAMN33819260.contig00062 len=28521
>SAMN33819260.contig00064 len=27708
>SAMN33819261.contig00034 len=65055
>SAMN33819261.contig00037 len=57235
>SAMN33819261.contig00039 len=52293
>SAMN33819261.contig00048 len=45321
>SAMN33819261.contig00050 len=42489
>SAMN33819261.contig00053 len=39609
>SAMN33819261.contig00060 len=21160
>SAMN33819261.contig00064 len=17628
>SAMN33819261.contig00072 len=13180
>SAMN33819261.contig00073 len=12239
>SAMN33819262.contig00011 len=230614
>SAMN33819262.contig00013 len=219914
>SAMN33819262.contig00015 len=201994
>SAMN33819262.contig00020 len=128729
>SAMN33819262.contig00026 len=83740
>SAMN33819262.contig00029 len=60485
>SAMN33819263.contig00013 len=187938
>SAMN33819263.contig00015 len=144846
>SAMN33819263.contig00047 len=17933
>SAMN33819263.contig00049 len=14001
>SAMN33819263.contig00050 len=11998
>SAMN33819263.contig00052 len=8896
>SAMN33819263.contig00057 len=5002
>SAMN33819263.contig00059 len=3880
>SAMN33819263.contig00061 len=3651
>SAMN33819263.contig00065 len=2954
>SAMN33819263.contig00068 len=2807
>SAMN33819263.contig00069 len=2619
>SAMN33819263.contig00077 len=1751
>SAMN33819263.contig00078 len=1699
>SAMN33819263.contig00079 len=1561
>SAMN33819263.contig00093 len=918
>SAMN33819263.contig00120 len=474
>SAMN33819263.contig00162 len=317
>SAMN33819263.contig00171 len=303
>SAMN33819263.contig00172 len=295
>SAMN33819263.contig00185 len=263
>SAMN33819263.contig00195 len=256
>SAMN33819263.contig00204 len=250
>SAMN33819263.contig00236 len=219
>SAMN33819263.contig00254 len=202
>SAMN33819264.contig00009 len=200604
>SAMN33819264.contig00026 len=87189
>SAMN33819264.contig00035 len=59324
>SAMN33819264.contig00047 len=45452
>SAMN33819264.contig00050 len=42131
>SAMN33819264.contig00051 len=40862
>SAMN33819264.contig00056 len=34409
>SAMN33819264.contig00057 len=34024
>SAMN33819264.contig00060 len=32867
>SAMN33819264.contig00068 len=21354
>SAMN33819264.contig00071 len=18189
>SAMN33819264.contig00077 len=9529
>SAMN33819264.contig00080 len=7732
>SAMN33819264.contig00087 len=5098
>SAMN33819264.contig00097 len=3237
>SAMN33819266.contig00028 len=5127
>SAMN33819266.contig00041 len=4398
>SAMN33819266.contig00058 len=3985
>SAMN33819266.contig00098 len=2747
>SAMN33819266.contig00099 len=2717
>SAMN33819267.contig00010 len=174404
>SAMN33819267.contig00013 len=165027
>SAMN33819267.contig00018 len=125932
>SAMN33819267.contig00020 len=113801
>SAMN33819267.contig00034 len=82020
>SAMN33819267.contig00035 len=81607
>SAMN33819267.contig00049 len=45329
>SAMN33819267.contig00054 len=29916
>SAMN33819267.contig00063 len=15568
>SAMN33819267.contig00069 len=7570
>SAMN33819268.contig00012 len=129480
>SAMN33819268.contig00014 len=115809
>SAMN33819268.contig00030 len=73309
>SAMN33819268.contig00045 len=45318
>SAMN33819268.contig00046 len=43355
>SAMN33819268.contig00048 len=39784
>SAMN33819268.contig00063 len=25797
>SAMN33819268.contig00084 len=7805
>SAMN33819268.contig00094 len=4970
>SAMN33819268.contig00097 len=3532
>SAMN33819269.contig00006 len=335187
>SAMN33819269.contig00015 len=189327
>SAMN33819269.contig00021 len=95508
>SAMN33819269.contig00028 len=47461
>SAMN33819269.contig00035 len=34440
>SAMN33819270.contig00002 len=423285
>SAMN33819270.contig00008 len=171168
>SAMN33819270.contig00021 len=109258
>SAMN33819270.contig00032 len=80859
>SAMN33819270.contig00033 len=79954
>SAMN33819270.contig00034 len=77803
>SAMN33819270.contig00036 len=68927
>SAMN33819270.contig00042 len=56745
>SAMN33819270.contig00050 len=48455
>SAMN33819270.contig00051 len=45532
>SAMN33819270.contig00053 len=39500
>SAMN33819270.contig00058 len=32553
>SAMN33819270.contig00064 len=27804
>SAMN33819271.contig00020 len=116223
>SAMN33819271.contig00024 len=104479
>SAMN33819271.contig00036 len=58071
>SAMN33819271.contig00037 len=56461
>SAMN33819271.contig00046 len=39740
>SAMN33819271.contig00050 len=35218
>SAMN33819271.contig00051 len=34325
>SAMN33819272.contig00014 len=196539
>SAMN33819272.contig00018 len=114429
>SAMN33819272.contig00020 len=104660
>SAMN33819272.contig00023 len=81100
>SAMN33819272.contig00030 len=51731
>SAMN33819272.contig00035 len=29938
>SAMN33819272.contig00038 len=26720
>SAMN33819272.contig00039 len=21860
>SAMN33819272.contig00040 len=21254
>SAMN33819273.contig00015 len=138197
>SAMN33819273.contig00017 len=128939
>SAMN33819273.contig00029 len=75694
>SAMN33819273.contig00038 len=45536
>SAMN33819273.contig00042 len=32994
>SAMN33819273.contig00044 len=30265
>SAMN33819274.contig00009 len=149911
>SAMN33819274.contig00011 len=138459
>SAMN33819274.contig00022 len=99215
>SAMN33819274.contig00025 len=91738
>SAMN33819274.contig00034 len=69627
>SAMN33819274.contig00036 len=67607
>SAMN33819274.contig00041 len=57702
>SAMN33819274.contig00043 len=55808
>SAMN33819274.contig00049 len=47184
>SAMN33819274.contig00051 len=45250
>SAMN33819274.contig00062 len=37484
>SAMN33819274.contig00069 len=32988
>SAMN33819274.contig00072 len=30070
>SAMN33819274.contig00074 len=28067
>SAMN33819274.contig00076 len=23768
>SAMN33819274.contig00085 len=18041
>SAMN33819274.contig00086 len=17197
>SAMN33819274.contig00092 len=13010
>SAMN33819274.contig00097 len=10435
>SAMN33819274.contig00101 len=6023
>SAMN33819274.contig00106 len=5070
>SAMN33819274.contig00111 len=3929
>SAMN33819275.contig00028 len=66334
>SAMN33819275.contig00046 len=45244
>SAMN33819275.contig00052 len=40927
>SAMN33819275.contig00059 len=38027
>SAMN33819275.contig00078 len=28994
>SAMN33819275.contig00087 len=22762
>SAMN33819275.contig00143 len=5310
>SAMN33819275.contig00145 len=5223
>SAMN33819275.contig00159 len=3236
>SAMN33819276.contig00003 len=177035
>SAMN33819276.contig00018 len=74065
>SAMN33819276.contig00020 len=72412
>SAMN33819276.contig00022 len=70870
>SAMN33819276.contig00025 len=65763
>SAMN33819276.contig00026 len=64329
>SAMN33819276.contig00029 len=60333
>SAMN33819276.contig00033 len=58830
>SAMN33819276.contig00036 len=53260
>SAMN33819276.contig00044 len=46590
>SAMN33819276.contig00055 len=42850
>SAMN33819276.contig00059 len=40928
>SAMN33819276.contig00072 len=36198
>SAMN33819276.contig00085 len=31488
>SAMN33819276.contig00087 len=30115
>SAMN33819276.contig00090 len=29452
>SAMN33819276.contig00105 len=23169
>SAMN33819276.contig00106 len=22239
>SAMN33819276.contig00108 len=21347
>SAMN33819276.contig00124 len=18107
>SAMN33819276.contig00128 len=17130
>SAMN33819276.contig00129 len=16993
>SAMN33819276.contig00132 len=16536
>SAMN33819276.contig00138 len=14890
>SAMN33819276.contig00155 len=11533
>SAMN33819276.contig00160 len=10425
>SAMN33819276.contig00178 len=7838
>SAMN33819276.contig00179 len=7721
>SAMN33819276.contig00183 len=7377
>SAMN33819276.contig00201 len=5122
>SAMN33819276.contig00205 len=4862
>SAMN33819276.contig00214 len=4179
>SAMN33819276.contig00217 len=3757
>SAMN33819276.contig00219 len=3678
>SAMN33819279.contig00010 len=207843
>SAMN33819279.contig00021 len=101666
>SAMN33819279.contig00029 len=62985
>SAMN33819279.contig00035 len=47584
>SAMN33819279.contig00036 len=45444
>SAMN33819279.contig00041 len=34342
>SAMN33819279.contig00043 len=32473
>SAMN33819279.contig00051 len=5343
>SAMN33819280.contig00059 len=36551
>SAMN33819280.contig00063 len=33781
>SAMN33819280.contig00064 len=32984
>SAMN33819280.contig00072 len=30463
